X10th_C84_S115-fluidigmc1	beta
X10th_C85_S86-fluidigmc1	beta
X10th_C86_S78-fluidigmc1	acinar
X10th_C87_S71-fluidigmc1	acinar
X10th_C88_S130-fluidigmc1	ductal
X10th_C90_S116-fluidigmc1	alpha
X10th_C95_S123-fluidigmc1	alpha
X10th_C96_S117-fluidigmc1	alpha
X11th-C10_S63-fluidigmc1	gamma
X11th-C12_S47-fluidigmc1	alpha
X11th-C16_S64-fluidigmc1	activated_stellate
X11th-C2_S8-fluidigmc1	activated_stellate
X11th-C21_S4-fluidigmc1	beta
X11th-C22_S65-fluidigmc1	beta
X11th-C24_S49-fluidigmc1	ductal
X11th-C26_S12-fluidigmc1	ductal
X11th-C27_S19-fluidigmc1	beta
X11th-C30_S66-fluidigmc1	beta
X11th-C33_S20-fluidigmc1	delta
X11th-C36_S67-fluidigmc1	alpha
X11th-C37_S6-fluidigmc1	alpha
X11th-C39_S21-fluidigmc1	gamma
X11th-C4_S62-fluidigmc1	ductal
X11th-C40_S52-fluidigmc1	activated_stellate
X11th-C41_S60-fluidigmc1	beta
X11th-C43_S7-fluidigmc1	ductal
X11th-C44_S15-fluidigmc1	beta
X11th-C49_S23-fluidigmc1	beta
X11th-C5_S54-fluidigmc1	alpha
X11th-C51_S39-fluidigmc1	beta
X11th-C53_S78-fluidigmc1	beta
X11th-C54_S86-fluidigmc1	beta
X11th-C55_S24-fluidigmc1	ductal
X11th-C56_S32-fluidigmc1	activated_stellate
X11th-C57_S40-fluidigmc1	alpha
X11th-C58_S71-fluidigmc1	ductal
X11th-C61_S25-fluidigmc1	alpha
X11th-C62_S33-fluidigmc1	alpha
X11th-C64_S72-fluidigmc1	acinar
X11th-C66_S88-fluidigmc1	beta
X11th-C67_S26-fluidigmc1	alpha
X11th-C68_S34-fluidigmc1	ductal
X11th-C7_S16-fluidigmc1	ductal
X11th-C77_S82-fluidigmc1	endothelial
X11th-C93_S30-fluidigmc1	alpha
X12th-C1_S195-fluidigmc1	alpha
X12th-C10_S155-fluidigmc1	beta
X12th-C11_S147-fluidigmc1	alpha
X12th-C12_S139-fluidigmc1	beta
X12th-C14_S190-fluidigmc1	beta
X12th-C15_S183-fluidigmc1	beta
X12th-C20_S191-fluidigmc1	alpha
X12th-C21_S184-fluidigmc1	beta
X12th-C23_S149-fluidigmc1	alpha
X12th-C24_S141-fluidigmc1	beta
X12th-C25_S185-fluidigmc1	beta
X12th-C26_S192-fluidigmc1	beta
X12th-C28_S142-fluidigmc1	alpha
X12th-C29_S150-fluidigmc1	alpha
X12th-C3_S181-fluidigmc1	beta
X12th-C30_S157-fluidigmc1	beta
X12th-C33_S200-fluidigmc1	beta
X12th-C35_S151-fluidigmc1	beta
X12th-C36_S158-fluidigmc1	activated_stellate
X12th-C37_S187-fluidigmc1	alpha
X12th-C38_S194-fluidigmc1	beta
X12th-C39_S201-fluidigmc1	alpha
X12th-C4_S154-fluidigmc1	beta
X12th-C40_S144-fluidigmc1	beta
X12th-C42_S159-fluidigmc1	beta
X12th-C46_S145-fluidigmc1	activated_stellate
X12th-C47_S153-fluidigmc1	beta
X12th-C48_S160-fluidigmc1	beta
X12th-C50_S210-fluidigmc1	alpha
X12th-C51_S217-fluidigmc1	beta
X12th-C53_S168-fluidigmc1	acinar
X12th-C55_S203-fluidigmc1	beta
X12th-C56_S211-fluidigmc1	ductal
X12th-C57_S218-fluidigmc1	alpha
X12th-C58_S162-fluidigmc1	alpha
X12th-C59_S169-fluidigmc1	beta
X12th-C60_S176-fluidigmc1	beta
X12th-C63_S219-fluidigmc1	alpha
X12th-C64_S163-fluidigmc1	beta
X12th-C65_S170-fluidigmc1	beta
X12th-C67_S205-fluidigmc1	beta
X12th-C69_S135-fluidigmc1	endothelial
X12th-C7_S196-fluidigmc1	beta
X12th-C71_S171-fluidigmc1	alpha
X12th-C74_S214-fluidigmc1	beta
X12th-C75_S206-fluidigmc1	alpha
X12th-C76_S177-fluidigmc1	endothelial
X12th-C8_S189-fluidigmc1	beta
X12th-C80_S215-fluidigmc1	alpha
X12th-C81_S207-fluidigmc1	alpha
X12th-C84_S165-fluidigmc1	beta
X12th-C85_S137-fluidigmc1	beta
X12th-C90_S166-fluidigmc1	beta
X12th-C93_S209-fluidigmc1	beta
X12th-C94_S180-fluidigmc1	activated_stellate
X12th-C95_S174-fluidigmc1	alpha
X12th-C96_S167-fluidigmc1	beta
X13th_C1_S147-fluidigmc1	alpha
X13th_C12_S178-fluidigmc1	beta
X13th_C13_S149-fluidigmc1	alpha
X13th_C15_S134-fluidigmc1	beta
X13th_C16_S193-fluidigmc1	beta
X13th_C17_S186-fluidigmc1	beta
X13th_C18_S179-fluidigmc1	alpha
X13th_C20_S142-fluidigmc1	alpha
X13th_C21_S135-fluidigmc1	beta
X13th_C23_S187-fluidigmc1	endothelial
X13th_C27_S151-fluidigmc1	acinar
X13th_C29_S188-fluidigmc1	alpha
X13th_C3_S132-fluidigmc1	alpha
X13th_C31_S137-fluidigmc1	alpha
X13th_C34_S181-fluidigmc1	beta
X13th_C36_S196-fluidigmc1	schwann
X13th_C38_S145-fluidigmc1	beta
X13th_C39_S153-fluidigmc1	beta
X13th_C4_S191-fluidigmc1	alpha
X13th_C46_S183-fluidigmc1	beta
X13th_C49_S155-fluidigmc1	ductal
X13th_C5_S184-fluidigmc1	beta
X13th_C51_S170-fluidigmc1	delta
X13th_C52_S198-fluidigmc1	beta
X13th_C53_S205-fluidigmc1	alpha
X13th_C54_S212-fluidigmc1	alpha
X13th_C55_S156-fluidigmc1	alpha
X13th_C57_S171-fluidigmc1	beta
X13th_C6_S177-fluidigmc1	alpha
X13th_C60_S213-fluidigmc1	alpha
X13th_C63_S172-fluidigmc1	beta
X13th_C66_S214-fluidigmc1	delta
X13th_C68_S165-fluidigmc1	beta
X13th_C69_S173-fluidigmc1	endothelial
X13th_C70_S201-fluidigmc1	beta
X13th_C71_S208-fluidigmc1	beta
X13th_C72_S215-fluidigmc1	endothelial
X13th_C75_S159-fluidigmc1	beta
X13th_C76_S216-fluidigmc1	alpha
X13th_C77_S209-fluidigmc1	alpha
X13th_C79_S174-fluidigmc1	alpha
X13th_C8_S140-fluidigmc1	ductal
X13th_C80_S167-fluidigmc1	beta
X13th_C81_S160-fluidigmc1	beta
X13th_C86_S168-fluidigmc1	alpha
X13th_C88_S218-fluidigmc1	alpha
X13th_C89_S211-fluidigmc1	beta
X13th_C92_S169-fluidigmc1	alpha
X13th_C93_S162-fluidigmc1	alpha
X13th_C94_S219-fluidigmc1	beta
X13th_C96_S204-fluidigmc1	beta
X1st-61_S27-fluidigmc1	beta
X1st-C11_S58-fluidigmc1	beta
X1st-C13_S19-fluidigmc1	beta
X1st-C15_S3-fluidigmc1	alpha
X1st-C18_S51-fluidigmc1	alpha
X1st-C19_S20-fluidigmc1	alpha
X1st-C20_S12-fluidigmc1	alpha
X1st-C21_S4-fluidigmc1	alpha
X1st-C32_S14-fluidigmc1	beta
X1st-C34_S54-fluidigmc1	activated_stellate
X1st-C39_S23-fluidigmc1	beta
X1st-C42_S71-fluidigmc1	activated_stellate
X1st-C50_S33-fluidigmc1	alpha
X1st-C51_S41-fluidigmc1	alpha
X1st-C53_S74-fluidigmc1	alpha
X1st-C56_S34-fluidigmc1	alpha
X1st-C57_S42-fluidigmc1	alpha
X1st-C58_S76-fluidigmc1	beta
X1st-C59_S77-fluidigmc1	alpha
X1st-C62_S35-fluidigmc1	alpha
X1st-C64_S79-fluidigmc1	beta
X1st-C68_S36-fluidigmc1	alpha
X1st-C69_S44-fluidigmc1	delta
X1st-C71_S83-fluidigmc1	alpha
X1st-C73_S45-fluidigmc1	alpha
X1st-C74_S37-fluidigmc1	alpha
X1st-C75_S29-fluidigmc1	alpha
X1st-C77_S86-fluidigmc1	beta
X1st-C78_S85-fluidigmc1	alpha
X1st-C79_S46-fluidigmc1	beta
X1st-C8_S10-fluidigmc1	alpha
X1st-C80_S38-fluidigmc1	alpha
X1st-C90_S91-fluidigmc1	beta
X1st-C96_S94-fluidigmc1	beta
X2nd-C1_S3-fluidigmc1	alpha
X2nd-C11_S20-fluidigmc1	alpha
X2nd-C15_S25-fluidigmc1	beta
X2nd-C16_S33-fluidigmc1	alpha
X2nd-C17_S32-fluidigmc1	beta
X2nd-C19_S39-fluidigmc1	beta
X2nd-C2_S2-fluidigmc1	endothelial
X2nd-C21_S37-fluidigmc1	endothelial
X2nd-C25_S49-fluidigmc1	delta
X2nd-C26_S50-fluidigmc1	alpha
X2nd-C27_S51-fluidigmc1	beta
X2nd-C28_S55-fluidigmc1	alpha
X2nd-C29_S56-fluidigmc1	alpha
X2nd-C3_S1-fluidigmc1	alpha
X2nd-C31_S61-fluidigmc1	alpha
X2nd-C32_S62-fluidigmc1	beta
X2nd-C36_S69-fluidigmc1	alpha
X2nd-C37_S73-fluidigmc1	beta
X2nd-C38_S74-fluidigmc1	beta
X2nd-C39_S75-fluidigmc1	alpha
X2nd-C4_S9-fluidigmc1	alpha
X2nd-C47_S92-fluidigmc1	alpha
X2nd-C49_S4-fluidigmc1	beta
X2nd-C5_S8-fluidigmc1	beta
X2nd-C51_S6-fluidigmc1	beta
X2nd-C52_S10-fluidigmc1	beta
X2nd-C54_S12-fluidigmc1	activated_stellate
X2nd-C57_S18-fluidigmc1	alpha
X2nd-C58_S22-fluidigmc1	alpha
X2nd-C6_S7-fluidigmc1	alpha
X2nd-C62_S29-fluidigmc1	beta
X2nd-C67_S40-fluidigmc1	alpha
X2nd-C69_S42-fluidigmc1	alpha
X2nd-C7_S15-fluidigmc1	beta
X2nd-C72_S48-fluidigmc1	beta
X2nd-C74_S53-fluidigmc1	alpha
X2nd-C75_S52-fluidigmc1	alpha
X2nd-C76_S60-fluidigmc1	beta
X2nd-C77_S59-fluidigmc1	alpha
X2nd-C8_S14-fluidigmc1	alpha
X2nd-C80_S65-fluidigmc1	alpha
X2nd-C81_S64-fluidigmc1	beta
X2nd-C83_S71-fluidigmc1	alpha
X2nd-C86_S77-fluidigmc1	beta
X2nd-C87_S76-fluidigmc1	beta
X2nd-C88_S84-fluidigmc1	beta
X2nd-C93_S88-fluidigmc1	beta
X2nd-C94_S96-fluidigmc1	alpha
X2nd-C95_S95-fluidigmc1	beta
X3rd-C1_S39-fluidigmc1	delta
X3rd-C11_S58-fluidigmc1	beta
X3rd-C12_S68-fluidigmc1	alpha
X3rd-C18_S80-fluidigmc1	alpha
X3rd-C20_S22-fluidigmc1	ductal
X3rd-C21_S11-fluidigmc1	alpha
X3rd-C23_S94-fluidigmc1	alpha
X3rd-C25_S15-fluidigmc1	beta
X3rd-C26_S28-fluidigmc1	alpha
X3rd-C27_S49-fluidigmc1	alpha
X3rd-C3_S2-fluidigmc1	alpha
X3rd-C32_S31-fluidigmc1	alpha
X3rd-C33_S50-fluidigmc1	beta
X3rd-C35_S23-fluidigmc1	quiescent_stellate
X3rd-C36_S2-fluidigmc1	beta
X3rd-C4_S25-fluidigmc1	beta
X3rd-C40_S57-fluidigmc1	gamma
X3rd-C42_S74-fluidigmc1	activated_stellate
X3rd-C44_S32-fluidigmc1	gamma
X3rd-C46_S93-fluidigmc1	alpha
X3rd-C47_S35-fluidigmc1	gamma
X3rd-C49_S60-fluidigmc1	alpha
X3rd-C51_S87-fluidigmc1	activated_stellate
X3rd-C52_S86-fluidigmc1	alpha
X3rd-C53_S67-fluidigmc1	gamma
X3rd-C56_S90-fluidigmc1	beta
X3rd-C57_S5-fluidigmc1	alpha
X3rd-C58_S3-fluidigmc1	beta
X3rd-C59_S91-fluidigmc1	beta
X3rd-C6_S44-fluidigmc1	mast
X3rd-C60_S10-fluidigmc1	beta
X3rd-C61_S64-fluidigmc1	alpha
X3rd-C63_S54-fluidigmc1	alpha
X3rd-C65_S20-fluidigmc1	beta
X3rd-C67_S69-fluidigmc1	alpha
X3rd-C68_S13-fluidigmc1	delta
X3rd-C69_S78-fluidigmc1	alpha
X3rd-C7_S40-fluidigmc1	alpha
X3rd-C71_S80-fluidigmc1	beta
X3rd-C76_S22-fluidigmc1	alpha
X3rd-C79_S67-fluidigmc1	alpha
X3rd-C82_S11-fluidigmc1	beta
X3rd-C84_S75-fluidigmc1	beta
X3rd-C85_S79-fluidigmc1	alpha
X3rd-C85_S83-fluidigmc1	alpha
X3rd-C86_S85-fluidigmc1	delta
X3rd-C87_S88-fluidigmc1	beta
X3rd-C88_S24-fluidigmc1	beta
X3rd-C9_S5-fluidigmc1	alpha
X3rd-C91_S91-fluidigmc1	alpha
X3rd-C92_S86-fluidigmc1	beta
X3rd-C95_S81-fluidigmc1	alpha
X3rd-C96_S79-fluidigmc1	beta
X4th-61_S28-fluidigmc1	beta
X4th-C12_S19-fluidigmc1	alpha
X4th-C14_S26-fluidigmc1	beta
X4th-C18_S31-fluidigmc1	alpha
X4th-C22_S45-fluidigmc1	alpha
X4th-C23_S44-fluidigmc1	alpha
X4th-C24_S43-fluidigmc1	beta
X4th-C26_S50-fluidigmc1	delta
X4th-C27_S51-fluidigmc1	acinar
X4th-C28_S55-fluidigmc1	beta
X4th-C29_S56-fluidigmc1	alpha
X4th-C3_S1-fluidigmc1	schwann
X4th-C32_S62-fluidigmc1	delta
X4th-C33_S63-fluidigmc1	alpha
X4th-C35_S68-fluidigmc1	alpha
X4th-C36_S69-fluidigmc1	alpha
X4th-C37_S73-fluidigmc1	alpha
X4th-C4_S9-fluidigmc1	alpha
X4th-C40_S79-fluidigmc1	alpha
X4th-C43_S85-fluidigmc1	alpha
X4th-C45_S87-fluidigmc1	beta
X4th-C49_S4-fluidigmc1	beta
X4th-C5_S8-fluidigmc1	beta
X4th-C50_S5-fluidigmc1	alpha
X4th-C51_S6-fluidigmc1	alpha
X4th-C56_S17-fluidigmc1	alpha
X4th-C57_S18-fluidigmc1	alpha
X4th-C59_S23-fluidigmc1	alpha
X4th-C62_S29-fluidigmc1	alpha
X4th-C63_S30-fluidigmc1	alpha
X4th-C64_S34-fluidigmc1	alpha
X4th-C66_S36-fluidigmc1	alpha
X4th-C67_S40-fluidigmc1	beta
X4th-C68_S41-fluidigmc1	alpha
X4th-C69_S42-fluidigmc1	alpha
X4th-C7_S15-fluidigmc1	beta
X4th-C70_S46-fluidigmc1	ductal
X4th-C73_S54-fluidigmc1	alpha
X4th-C75_S52-fluidigmc1	alpha
X4th-C78_S58-fluidigmc1	endothelial
X4th-C79_S66-fluidigmc1	alpha
X4th-C8_S14-fluidigmc1	beta
X4th-C80_S65-fluidigmc1	alpha
X4th-C81_S64-fluidigmc1	ductal
X4th-C82_S72-fluidigmc1	alpha
X4th-C83_S71-fluidigmc1	alpha
X4th-C85_S78-fluidigmc1	delta
X4th-C86_S77-fluidigmc1	alpha
X4th-C87_S76-fluidigmc1	delta
X4th-C88_S84-fluidigmc1	alpha
X4th-C89_S83-fluidigmc1	delta
X4th-C9_S13-fluidigmc1	alpha
X4th-C92_S89-fluidigmc1	alpha
X4th-C93_S88-fluidigmc1	beta
X4th-C94_S96-fluidigmc1	alpha
X4th-C95_S95-fluidigmc1	acinar
X4th-C96_S94-fluidigmc1	alpha
X5th-C10_S92-fluidigmc1	acinar
X5th-C11_S91-fluidigmc1	ductal
X5th-C12_S90-fluidigmc1	beta
X5th-C14_S97-fluidigmc1	beta
X5th-C16_S98-fluidigmc1	beta
X5th-C18_S96-fluidigmc1	beta
X5th-C19_S104-fluidigmc1	acinar
X5th-C21_S102-fluidigmc1	alpha
X5th-C25_S108-fluidigmc1	beta
X5th-C30_S105-fluidigmc1	ductal
X5th-C34_S108-fluidigmc1	alpha
X5th-C35_S109-fluidigmc1	delta
X5th-C40_S112-fluidigmc1	acinar
X5th-C41_S113-fluidigmc1	ductal
X5th-C42_S114-fluidigmc1	acinar
X5th-C43_S121-fluidigmc1	ductal
X5th-C45_S123-fluidigmc1	acinar
X5th-C47_S118-fluidigmc1	endothelial
X5th-C49_S89-fluidigmc1	beta
X5th-C5_S85-fluidigmc1	beta
X5th-C50_S90-fluidigmc1	acinar
X5th-C54_S89-fluidigmc1	acinar
X5th-C56_S95-fluidigmc1	acinar
X5th-C57_S96-fluidigmc1	ductal
X5th-C58_S93-fluidigmc1	acinar
X5th-C59_S94-fluidigmc1	alpha
X5th-C6_S84-fluidigmc1	alpha
X5th-C64_S99-fluidigmc1	beta
X5th-C66_S101-fluidigmc1	alpha
X5th-C67_S105-fluidigmc1	endothelial
X5th-C68_S106-fluidigmc1	alpha
X5th-C69_S107-fluidigmc1	alpha
X5th-C7_S93-fluidigmc1	alpha
X5th-C70_S103-fluidigmc1	alpha
X5th-C73_S111-fluidigmc1	acinar
X5th-C74_S110-fluidigmc1	alpha
X5th-C77_S107-fluidigmc1	alpha
X5th-C80_S116-fluidigmc1	beta
X5th-C81_S115-fluidigmc1	acinar
X5th-C83_S111-fluidigmc1	delta
X5th-C87_S119-fluidigmc1	alpha
X5th-C88_S117-fluidigmc1	acinar
X5th-C9_S92-fluidigmc1	gamma
X5th-C90_S115-fluidigmc1	beta
X5th-C92_S124-fluidigmc1	alpha
X6th-C1_S3-fluidigmc1	beta
X6th-C12_S18-fluidigmc1	beta
X6th-C15_S22-fluidigmc1	beta
X6th-C16_S29-fluidigmc1	beta
X6th-C19_S35-fluidigmc1	beta
X6th-C2_S2-fluidigmc1	beta
X6th-C20_S34-fluidigmc1	beta
X6th-C21_S33-fluidigmc1	alpha
X6th-C22_S39-fluidigmc1	beta
X6th-C23_S38-fluidigmc1	delta
X6th-C24_S37-fluidigmc1	delta
X6th-C25_S43-fluidigmc1	beta
X6th-C28_S49-fluidigmc1	beta
X6th-C29_S50-fluidigmc1	beta
X6th-C30_S51-fluidigmc1	beta
X6th-C34_S61-fluidigmc1	alpha
X6th-C40_S73-fluidigmc1	beta
X6th-C42_S75-fluidigmc1	beta
X6th-C45_S81-fluidigmc1	alpha
X6th-C5_S8-fluidigmc1	alpha
X6th-C51_S6-fluidigmc1	beta
X6th-C53_S10-fluidigmc1	alpha
X6th-C54_S11-fluidigmc1	beta
X6th-C57_S17-fluidigmc1	beta
X6th-C58_S20-fluidigmc1	beta
X6th-C59_S21-fluidigmc1	beta
X6th-C62_S25-fluidigmc1	schwann
X6th-C63_S26-fluidigmc1	schwann
X6th-C64_S30-fluidigmc1	beta
X6th-C65_S31-fluidigmc1	alpha
X6th-C66_S32-fluidigmc1	beta
X6th-C67_S36-fluidigmc1	beta
X6th-C71_S41-fluidigmc1	beta
X6th-C73_S48-fluidigmc1	beta
X6th-C75_S46-fluidigmc1	beta
X6th-C77_S53-fluidigmc1	beta
X6th-C79_S60-fluidigmc1	beta
X6th-C80_S59-fluidigmc1	beta
X6th-C82_S66-fluidigmc1	beta
X6th-C83_S65-fluidigmc1	alpha
X6th-C84_S64-fluidigmc1	beta
X6th-C85_S72-fluidigmc1	beta
X6th-C87_S70-fluidigmc1	alpha
X6th-C89_S77-fluidigmc1	beta
X6th-C9_S12-fluidigmc1	alpha
X6th-C90_S76-fluidigmc1	beta
X6th-C91_S84-fluidigmc1	beta
X6th-C93_S82-fluidigmc1	beta
X7th-C1_S3-fluidigmc1	beta
X7th-C10_S19-fluidigmc1	beta
X7th-C11_S18-fluidigmc1	alpha
X7th-C12_S17-fluidigmc1	beta
X7th-C14_S24-fluidigmc1	alpha
X7th-C15_S23-fluidigmc1	delta
X7th-C17_S29-fluidigmc1	ductal
X7th-C19_S36-fluidigmc1	beta
X7th-C2_S2-fluidigmc1	beta
X7th-C20_S35-fluidigmc1	beta
X7th-C21_S34-fluidigmc1	beta
X7th-C24_S40-fluidigmc1	gamma
X7th-C25_S43-fluidigmc1	beta
X7th-C28_S48-fluidigmc1	beta
X7th-C3_S1-fluidigmc1	beta
X7th-C31_S53-fluidigmc1	beta
X7th-C32_S54-fluidigmc1	alpha
X7th-C34_S59-fluidigmc1	alpha
X7th-C36_S61-fluidigmc1	alpha
X7th-C4_S8-fluidigmc1	beta
X7th-C40_S70-fluidigmc1	macrophage
X7th-C44_S76-fluidigmc1	mast
X7th-C45_S77-fluidigmc1	beta
X7th-C47_S81-fluidigmc1	ductal
X7th-C49_S4-fluidigmc1	alpha
X7th-C50_S5-fluidigmc1	beta
X7th-C52_S9-fluidigmc1	beta
X7th-C53_S10-fluidigmc1	beta
X7th-C56_S15-fluidigmc1	delta
X7th-C57_S16-fluidigmc1	beta
X7th-C58_S20-fluidigmc1	alpha
X7th-C59_S21-fluidigmc1	beta
X7th-C60_S22-fluidigmc1	beta
X7th-C62_S27-fluidigmc1	beta
X7th-C64_S31-fluidigmc1	beta
X7th-C65_S32-fluidigmc1	beta
X7th-C66_S33-fluidigmc1	beta
X7th-C68_S38-fluidigmc1	delta
X7th-C69_S39-fluidigmc1	alpha
X7th-C72_S42-fluidigmc1	delta
X7th-C73_S47-fluidigmc1	beta
X7th-C76_S52-fluidigmc1	ductal
X7th-C77_S51-fluidigmc1	beta
X7th-C79_S58-fluidigmc1	alpha
X7th-C8_S13-fluidigmc1	beta
X7th-C80_S57-fluidigmc1	beta
X7th-C81_S56-fluidigmc1	ductal
X7th-C82_S64-fluidigmc1	gamma
X7th-C84_S62-fluidigmc1	beta
X7th-C85_S69-fluidigmc1	alpha
X7th-C88_S75-fluidigmc1	ductal
X7th-C89_S74-fluidigmc1	beta
X7th-C90_S73-fluidigmc1	beta
X7th-C94_S83-fluidigmc1	beta
X7th-C96_S82-fluidigmc1	beta
X8th-C10_S100-fluidigmc1	beta
X8th-C11_S99-fluidigmc1	alpha
X8th-C18_S110-fluidigmc1	beta
X8th-C2_S85-fluidigmc1	beta
X8th-C20_S116-fluidigmc1	alpha
X8th-C21_S115-fluidigmc1	alpha
X8th-C23_S121-fluidigmc1	alpha
X8th-C24_S120-fluidigmc1	beta
X8th-C26_S126-fluidigmc1	alpha
X8th-C28_S131-fluidigmc1	alpha
X8th-C34_S141-fluidigmc1	alpha
X8th-C37_S146-fluidigmc1	alpha
X8th-C38_S147-fluidigmc1	beta
X8th-C44_S155-fluidigmc1	beta
X8th-C47_S160-fluidigmc1	beta
X8th-C55_S96-fluidigmc1	alpha
X8th-C57_S98-fluidigmc1	alpha
X8th-C58_S101-fluidigmc1	alpha
X8th-C59_S102-fluidigmc1	alpha
X8th-C6_S88-fluidigmc1	delta
X8th-C61_S107-fluidigmc1	beta
X8th-C64_S112-fluidigmc1	alpha
X8th-C65_S113-fluidigmc1	beta
X8th-C67_S117-fluidigmc1	ductal
X8th-C69_S119-fluidigmc1	gamma
X8th-C7_S95-fluidigmc1	alpha
X8th-C70_S123-fluidigmc1	beta
X8th-C73_S130-fluidigmc1	ductal
X8th-C74_S129-fluidigmc1	alpha
X8th-C75_S128-fluidigmc1	beta
X8th-C79_S140-fluidigmc1	alpha
X8th-C84_S143-fluidigmc1	delta
X8th-C85_S150-fluidigmc1	alpha
X8th-C87_S148-fluidigmc1	beta
X8th-C90_S152-fluidigmc1	alpha
X8th-C91_S158-fluidigmc1	gamma
X8th-C92_S157-fluidigmc1	gamma
X8th-C94_S162-fluidigmc1	alpha
X8th-C95_S161-fluidigmc1	alpha
X9th-C1_S3-fluidigmc1	beta
X9th-C10_S18-fluidigmc1	beta
X9th-C11_S17-fluidigmc1	beta
X9th-C13_S24-fluidigmc1	beta
X9th-C14_S23-fluidigmc1	beta
X9th-C15_S22-fluidigmc1	alpha
X9th-C16_S30-fluidigmc1	beta
X9th-C17_S29-fluidigmc1	alpha
X9th-C19_S36-fluidigmc1	alpha
X9th-C2_S2-fluidigmc1	activated_stellate
X9th-C20_S35-fluidigmc1	alpha
X9th-C22_S41-fluidigmc1	schwann
X9th-C25_S45-fluidigmc1	beta
X9th-C28_S50-fluidigmc1	delta
X9th-C29_S51-fluidigmc1	alpha
X9th-C3_S1-fluidigmc1	beta
X9th-C30_S52-fluidigmc1	alpha
X9th-C36_S59-fluidigmc1	endothelial
X9th-C38_S64-fluidigmc1	beta
X9th-C40_S69-fluidigmc1	alpha
X9th-C41_S70-fluidigmc1	beta
X9th-C46_S79-fluidigmc1	beta
X9th-C49_S4-fluidigmc1	alpha
X9th-C5_S8-fluidigmc1	mast
X9th-C51_S6-fluidigmc1	beta
X9th-C52_S10-fluidigmc1	alpha
X9th-C57_S16-fluidigmc1	beta
X9th-C59_S20-fluidigmc1	beta
X9th-C6_S7-fluidigmc1	beta
X9th-C61_S25-fluidigmc1	ductal
X9th-C62_S26-fluidigmc1	alpha
X9th-C64_S31-fluidigmc1	alpha
X9th-C65_S32-fluidigmc1	beta
X9th-C66_S33-fluidigmc1	gamma
X9th-C67_S37-fluidigmc1	alpha
X9th-C69_S39-fluidigmc1	beta
X9th-C70_S42-fluidigmc1	beta
X9th-C74_S48-fluidigmc1	alpha
X9th-C75_S47-fluidigmc1	alpha
X9th-C77_S53-fluidigmc1	alpha
X9th-C79_S57-fluidigmc1	gamma
X9th-C8_S14-fluidigmc1	beta
X9th-C80_S56-fluidigmc1	alpha
X9th-C81_S55-fluidigmc1	beta
X9th-C83_S61-fluidigmc1	alpha
X9th-C84_S60-fluidigmc1	epsilon
X9th-C85_S68-fluidigmc1	alpha
X9th-C86_S67-fluidigmc1	beta
X9th-C87_S66-fluidigmc1	alpha
X9th-C88_S73-fluidigmc1	beta
X9th-C89_S72-fluidigmc1	beta
X9th-C9_S13-fluidigmc1	alpha
X9th-C91_S78-fluidigmc1	beta
X9th-C92_S77-fluidigmc1	alpha
X9th-C93_S76-fluidigmc1	beta
X9th-C94_S83-fluidigmc1	beta
X9th-C96_S81-fluidigmc1	endothelial
AZ_A10-smartseq2	delta
AZ_A11-smartseq2	alpha
AZ_A12-smartseq2	delta
AZ_A2-smartseq2	gamma
