HP1502401_K17-smartseq2	0
HP1504101T2D_B22-smartseq2	1
HP1504101T2D_G4-smartseq2	1
HP1502401_H15-smartseq2	0
HP1502401_K4-smartseq2	0
HP1502401_H8-smartseq2	0
HP1502401_N17-smartseq2	0
HP1504101T2D_L13-smartseq2	1
HP1504101T2D_K24-smartseq2	1
HP1504101T2D_B24-smartseq2	1
HP1504101T2D_H14-smartseq2	1
HP1502401_A7-smartseq2	0
HP1504101T2D_I1-smartseq2	1
HP1502401_O2-smartseq2	0
HP1502401_J21-smartseq2	0
HP1504101T2D_J13-smartseq2	1
HP1502401_J8-smartseq2	0
HP1502401_N15-smartseq2	0
HP1504101T2D_L14-smartseq2	1
HP1504101T2D_D2-smartseq2	1
HP1502401_N2-smartseq2	0
HP1502401_H7-smartseq2	0
HP1504101T2D_O13-smartseq2	1
HP1504101T2D_L2-smartseq2	1
HP1502401_E5-smartseq2	0
HP1502401_O1-smartseq2	0
HP1502401_K18-smartseq2	0
HP1502401_B7-smartseq2	0
HP1504101T2D_I24-smartseq2	1
HP1504101T2D_J18-smartseq2	1
HP1502401_L3-smartseq2	0
HP1502401_J1-smartseq2	0
HP1502401_H3-smartseq2	0
HP1504101T2D_B6-smartseq2	1
HP1502401_I15-smartseq2	0
HP1504101T2D_B8-smartseq2	1
HP1502401_D17-smartseq2	0
HP1504101T2D_M15-smartseq2	1
HP1502401_I4-smartseq2	0
HP1502401_J23-smartseq2	0
HP1502401_O14-smartseq2	0
HP1504101T2D_N15-smartseq2	1
HP1502401_L5-smartseq2	0
HP1504101T2D_F7-smartseq2	1
HP1504101T2D_I5-smartseq2	1
HP1504101T2D_C1-smartseq2	1
HP1504101T2D_P14-smartseq2	1
HP1504101T2D_A20-smartseq2	1
HP1502401_H11-smartseq2	0
HP1504101T2D_K19-smartseq2	1
HP1502401_K15-smartseq2	0
HP1504101T2D_C17-smartseq2	1
HP1502401_G10-smartseq2	0
HP1502401_L2-smartseq2	0
HP1504101T2D_D8-smartseq2	1
HP1502401_L23-smartseq2	0
HP1502401_F19-smartseq2	0
HP1502401_L17-smartseq2	0
HP1502401_O22-smartseq2	0
HP1504101T2D_I7-smartseq2	1
HP1504101T2D_H5-smartseq2	1
HP1502401_L16-smartseq2	0
HP1504101T2D_F22-smartseq2	1
HP1504101T2D_J2-smartseq2	1
HP1504101T2D_E1-smartseq2	1
HP1502401_A18-smartseq2	0
HP1504101T2D_A19-smartseq2	1
HP1504101T2D_G2-smartseq2	1
HP1504101T2D_J11-smartseq2	1
HP1504101T2D_K22-smartseq2	1
HP1502401_L12-smartseq2	0
HP1502401_A21-smartseq2	0
HP1504101T2D_E19-smartseq2	1
HP1502401_D23-smartseq2	0
HP1502401_E22-smartseq2	0
HP1502401_H2-smartseq2	0
HP1504101T2D_G17-smartseq2	1
HP1502401_N1-smartseq2	0
HP1504101T2D_N19-smartseq2	1
HP1504101T2D_I17-smartseq2	1
HP1502401_E7-smartseq2	0
HP1504101T2D_E11-smartseq2	1
HP1502401_H21-smartseq2	0
HP1504101T2D_E18-smartseq2	1
HP1504101T2D_D7-smartseq2	1
HP1502401_B18-smartseq2	0
HP1502401_K9-smartseq2	0
HP1502401_E16-smartseq2	0
HP1504101T2D_L21-smartseq2	1
HP1504101T2D_N12-smartseq2	1
HP1502401_M4-smartseq2	0
HP1504101T2D_B16-smartseq2	1
HP1504101T2D_E23-smartseq2	1
HP1502401_G21-smartseq2	0
HP1502401_D7-smartseq2	0
HP1504101T2D_L15-smartseq2	1
HP1504101T2D_D17-smartseq2	1
HP1504101T2D_A4-smartseq2	1
HP1502401_O21-smartseq2	0
HP1502401_M10-smartseq2	0
HP1504101T2D_H9-smartseq2	1
HP1504101T2D_A5-smartseq2	1
HP1504101T2D_K23-smartseq2	1
HP1502401_I7-smartseq2	0
HP1502401_C18-smartseq2	0
HP1502401_O6-smartseq2	0
HP1502401_K24-smartseq2	0
HP1502401_J11-smartseq2	0
HP1502401_H4-smartseq2	0
HP1502401_L11-smartseq2	0
HP1502401_K3-smartseq2	0
HP1502401_C8-smartseq2	0
HP1504101T2D_I18-smartseq2	1
HP1502401_F22-smartseq2	0
HP1502401_I16-smartseq2	0
HP1502401_B17-smartseq2	0
HP1504101T2D_P2-smartseq2	1
HP1502401_N18-smartseq2	0
HP1504101T2D_N10-smartseq2	1
HP1504101T2D_I14-smartseq2	1
HP1504101T2D_F17-smartseq2	1
HP1502401_B24-smartseq2	0
HP1502401_C6-smartseq2	0
HP1504101T2D_G9-smartseq2	1
HP1502401_N12-smartseq2	0
HP1502401_M24-smartseq2	0
HP1504101T2D_E10-smartseq2	1
HP1504101T2D_P9-smartseq2	1
HP1504101T2D_G24-smartseq2	1
HP1502401_N4-smartseq2	0
HP1502401_E21-smartseq2	0
HP1502401_H6-smartseq2	0
HP1504101T2D_I6-smartseq2	1
HP1502401_J6-smartseq2	0
HP1502401_M7-smartseq2	0
HP1504101T2D_M21-smartseq2	1
HP1504101T2D_F11-smartseq2	1
HP1504101T2D_D19-smartseq2	1
HP1502401_O24-smartseq2	0
HP1504101T2D_E24-smartseq2	1
HP1504101T2D_K4-smartseq2	1
HP1502401_I6-smartseq2	0
HP1504101T2D_N9-smartseq2	1
HP1502401_C16-smartseq2	0
HP1504101T2D_M7-smartseq2	1
HP1502401_B20-smartseq2	0
HP1502401_K23-smartseq2	0
HP1502401_F18-smartseq2	0
HP1504101T2D_O4-smartseq2	1
HP1504101T2D_E4-smartseq2	1
HP1502401_G4-smartseq2	0
HP1504101T2D_I16-smartseq2	1
HP1504101T2D_D1-smartseq2	1
HP1504101T2D_O6-smartseq2	1
HP1504101T2D_D18-smartseq2	1
HP1504101T2D_F2-smartseq2	1
HP1502401_D8-smartseq2	0
HP1504101T2D_E6-smartseq2	1
HP1504101T2D_I15-smartseq2	1
HP1504101T2D_P3-smartseq2	1
HP1502401_C2-smartseq2	0
HP1504101T2D_I10-smartseq2	1
HP1502401_B21-smartseq2	0
HP1502401_D3-smartseq2	0
HP1502401_O18-smartseq2	0
HP1504101T2D_E14-smartseq2	1
HP1504101T2D_C18-smartseq2	1
HP1502401_G6-smartseq2	0
HP1504101T2D_B11-smartseq2	1
HP1504101T2D_C4-smartseq2	1
HP1504101T2D_C15-smartseq2	1
HP1502401_F12-smartseq2	0
HP1504101T2D_C22-smartseq2	1
HP1502401_C10-smartseq2	0
HP1502401_L7-smartseq2	0
HP1502401_F11-smartseq2	0
HP1502401_B22-smartseq2	0
HP1502401_M8-smartseq2	0
HP1502401_I2-smartseq2	0
HP1502401_G11-smartseq2	0
HP1502401_E19-smartseq2	0
HP1504101T2D_P24-smartseq2	1
HP1502401_J10-smartseq2	0
HP1502401_L18-smartseq2	0
HP1504101T2D_D13-smartseq2	1
HP1502401_I9-smartseq2	0
HP1502401_D6-smartseq2	0
HP1504101T2D_F12-smartseq2	1
HP1504101T2D_C14-smartseq2	1
HP1504101T2D_H20-smartseq2	1
HP1504101T2D_E9-smartseq2	1
HP1502401_A4-smartseq2	0
HP1504101T2D_G12-smartseq2	1
HP1502401_K5-smartseq2	0
HP1502401_G12-smartseq2	0
HP1504101T2D_N13-smartseq2	1
HP1502401_D12-smartseq2	0
HP1502401_C4-smartseq2	0
HP1502401_K1-smartseq2	0
HP1502401_M2-smartseq2	0
HP1502401_J20-smartseq2	0
HP1502401_N23-smartseq2	0
HP1504101T2D_L8-smartseq2	1
HP1504101T2D_L7-smartseq2	1
HP1502401_O23-smartseq2	0
HP1502401_D22-smartseq2	0
HP1502401_B5-smartseq2	0
HP1504101T2D_H18-smartseq2	1
HP1502401_D4-smartseq2	0
HP1504101T2D_F18-smartseq2	1
HP1502401_E6-smartseq2	0
HP1502401_J18-smartseq2	0
HP1504101T2D_A10-smartseq2	1
HP1502401_M1-smartseq2	0
HP1502401_B15-smartseq2	0
HP1502401_J4-smartseq2	0
HP1502401_A15-smartseq2	0
HP1504101T2D_B17-smartseq2	1
HP1502401_K10-smartseq2	0
HP1502401_D10-smartseq2	0
HP1504101T2D_N20-smartseq2	1
HP1504101T2D_M24-smartseq2	1
HP1504101T2D_B3-smartseq2	1
HP1502401_A22-smartseq2	0
HP1502401_G20-smartseq2	0
HP1504101T2D_C12-smartseq2	1
HP1504101T2D_G22-smartseq2	1
HP1504101T2D_P17-smartseq2	1
HP1504101T2D_C9-smartseq2	1
HP1502401_D20-smartseq2	0
HP1502401_G7-smartseq2	0
HP1502401_H5-smartseq2	0
HP1502401_D16-smartseq2	0
HP1504101T2D_G14-smartseq2	1
HP1502401_A23-smartseq2	0
HP1504101T2D_G10-smartseq2	1
HP1504101T2D_M1-smartseq2	1
HP1502401_N7-smartseq2	0
HP1504101T2D_A13-smartseq2	1
HP1502401_M19-smartseq2	0
HP1504101T2D_C11-smartseq2	1
HP1504101T2D_K12-smartseq2	1
HP1502401_J15-smartseq2	0
HP1504101T2D_D21-smartseq2	1
HP1504101T2D_G19-smartseq2	1
HP1502401_K6-smartseq2	0
HP1502401_O9-smartseq2	0
HP1502401_K2-smartseq2	0
HP1504101T2D_B18-smartseq2	1
HP1504101T2D_M2-smartseq2	1
HP1502401_O8-smartseq2	0
HP1504101T2D_M9-smartseq2	1
HP1502401_K16-smartseq2	0
HP1502401_E17-smartseq2	0
HP1502401_M23-smartseq2	0
HP1504101T2D_O14-smartseq2	1
HP1502401_N11-smartseq2	0
HP1504101T2D_P22-smartseq2	1
HP1502401_J19-smartseq2	0
HP1502401_G3-smartseq2	0
HP1504101T2D_H6-smartseq2	1
HP1502401_I18-smartseq2	0
HP1504101T2D_P1-smartseq2	1
HP1502401_J7-smartseq2	0
HP1502401_L10-smartseq2	0
HP1504101T2D_M10-smartseq2	1
HP1502401_M12-smartseq2	0
HP1502401_I1-smartseq2	0
HP1502401_N9-smartseq2	0
HP1502401_F15-smartseq2	0
HP1504101T2D_A17-smartseq2	1
HP1504101T2D_L11-smartseq2	1
HP1504101T2D_E3-smartseq2	1
HP1502401_L22-smartseq2	0
HP1502401_O10-smartseq2	0
HP1502401_G8-smartseq2	0
HP1504101T2D_O22-smartseq2	1
HP1504101T2D_E7-smartseq2	1
HP1504101T2D_M5-smartseq2	1
HP1502401_K12-smartseq2	0
HP1504101T2D_K10-smartseq2	1
HP1504101T2D_B21-smartseq2	1
HP1504101T2D_C10-smartseq2	1
HP1502401_D24-smartseq2	0
HP1504101T2D_N21-smartseq2	1
HP1502401_G22-smartseq2	0
HP1502401_B1-smartseq2	0
HP1502401_B11-smartseq2	0
HP1502401_C12-smartseq2	0
HP1504101T2D_J7-smartseq2	1
HP1504101T2D_G3-smartseq2	1
HP1504101T2D_A6-smartseq2	1
HP1504101T2D_I8-smartseq2	1
HP1504101T2D_J16-smartseq2	1
HP1504101T2D_C21-smartseq2	1
HP1502401_O4-smartseq2	0
HP1502401_F24-smartseq2	0
HP1504101T2D_M8-smartseq2	1
HP1504101T2D_K8-smartseq2	1
HP1504101T2D_D24-smartseq2	1
HP1502401_L15-smartseq2	0
HP1504101T2D_P21-smartseq2	1
HP1502401_L9-smartseq2	0
HP1502401_A20-smartseq2	0
HP1502401_J16-smartseq2	0
HP1502401_J17-smartseq2	0
HP1502401_M3-smartseq2	0
HP1504101T2D_A12-smartseq2	1
HP1502401_E10-smartseq2	0
HP1504101T2D_O9-smartseq2	1
HP1504101T2D_F14-smartseq2	1
HP1504101T2D_N1-smartseq2	1
HP1504101T2D_H23-smartseq2	1
HP1502401_N10-smartseq2	0
HP1502401_G5-smartseq2	0
HP1502401_H20-smartseq2	0
HP1504101T2D_I23-smartseq2	1
HP1502401_O20-smartseq2	0
HP1504101T2D_D9-smartseq2	1
HP1504101T2D_B5-smartseq2	1
HP1504101T2D_L5-smartseq2	1
HP1502401_H24-smartseq2	0
HP1502401_A6-smartseq2	0
HP1504101T2D_O20-smartseq2	1
HP1504101T2D_E15-smartseq2	1
HP1502401_O7-smartseq2	0
HP1502401_C22-smartseq2	0
HP1504101T2D_B7-smartseq2	1
HP1502401_L4-smartseq2	0
HP1502401_C5-smartseq2	0
HP1504101T2D_L24-smartseq2	1
HP1504101T2D_B12-smartseq2	1
HP1504101T2D_N24-smartseq2	1
HP1504101T2D_H2-smartseq2	1
HP1502401_A2-smartseq2	0
HP1502401_D2-smartseq2	0
HP1504101T2D_N22-smartseq2	1
HP1502401_O17-smartseq2	0
HP1504101T2D_E22-smartseq2	1
HP1504101T2D_E8-smartseq2	1
HP1502401_M6-smartseq2	0
HP1504101T2D_L1-smartseq2	1
HP1504101T2D_C20-smartseq2	1
HP1504101T2D_H17-smartseq2	1
HP1504101T2D_L4-smartseq2	1
HP1504101T2D_P7-smartseq2	1
HP1504101T2D_J14-smartseq2	1
HP1502401_M17-smartseq2	0
HP1504101T2D_O10-smartseq2	1
HP1502401_H12-smartseq2	0
HP1504101T2D_E21-smartseq2	1
HP1504101T2D_K20-smartseq2	1
HP1504101T2D_I22-smartseq2	1
HP1502401_F9-smartseq2	0
HP1504101T2D_H4-smartseq2	1
HP1502401_F16-smartseq2	0
HP1502401_M20-smartseq2	0
HP1504101T2D_K17-smartseq2	1
HP1504101T2D_L10-smartseq2	1
HP1504101T2D_I2-smartseq2	1
HP1504101T2D_J3-smartseq2	1
HP1502401_E23-smartseq2	0
HP1502401_A24-smartseq2	0
HP1502401_M11-smartseq2	0
HP1502401_I8-smartseq2	0
HP1504101T2D_H21-smartseq2	1
HP1502401_F23-smartseq2	0
HP1504101T2D_O3-smartseq2	1
HP1504101T2D_N2-smartseq2	1
HP1504101T2D_J20-smartseq2	1
HP1504101T2D_L3-smartseq2	1
HP1504101T2D_P11-smartseq2	1
HP1502401_E24-smartseq2	0
HP1504101T2D_G21-smartseq2	1
HP1504101T2D_F3-smartseq2	1
HP1504101T2D_J1-smartseq2	1
HP1502401_M21-smartseq2	0
HP1504101T2D_F1-smartseq2	1
HP1502401_I12-smartseq2	0
HP1504101T2D_P5-smartseq2	1
HP1502401_K21-smartseq2	0
HP1504101T2D_N8-smartseq2	1
HP1502401_I19-smartseq2	0
HP1502401_C20-smartseq2	0
HP1504101T2D_G23-smartseq2	1
HP1502401_H16-smartseq2	0
HP1502401_J24-smartseq2	0
HP1504101T2D_D15-smartseq2	1
HP1504101T2D_D23-smartseq2	1
HP1504101T2D_N6-smartseq2	1
HP1502401_L20-smartseq2	0
HP1502401_E18-smartseq2	0
HP1502401_N20-smartseq2	0
HP1502401_E11-smartseq2	0
HP1504101T2D_H1-smartseq2	1
HP1502401_K11-smartseq2	0
HP1502401_M16-smartseq2	0
HP1502401_E2-smartseq2	0
HP1504101T2D_D12-smartseq2	1
HP1504101T2D_H22-smartseq2	1
HP1502401_B10-smartseq2	0
HP1502401_F20-smartseq2	0
HP1504101T2D_B13-smartseq2	1
HP1504101T2D_F19-smartseq2	1
HP1504101T2D_F13-smartseq2	1
HP1502401_B16-smartseq2	0
HP1502401_C1-smartseq2	0
HP1502401_C21-smartseq2	0
HP1504101T2D_J9-smartseq2	1
HP1502401_I21-smartseq2	0
HP1504101T2D_H24-smartseq2	1
HP1502401_C7-smartseq2	0
HP1502401_H19-smartseq2	0
HP1502401_L1-smartseq2	0
HP1502401_J2-smartseq2	0
HP1504101T2D_E20-smartseq2	1
HP1502401_I24-smartseq2	0
HP1504101T2D_P12-smartseq2	1
HP1504101T2D_C16-smartseq2	1
HP1502401_N21-smartseq2	0
HP1502401_A10-smartseq2	0
HP1502401_M22-smartseq2	0
HP1502401_A17-smartseq2	0
HP1504101T2D_A8-smartseq2	1
HP1502401_J12-smartseq2	0
HP1504101T2D_H15-smartseq2	1
HP1504101T2D_J22-smartseq2	1
HP1502401_F21-smartseq2	0
HP1502401_H1-smartseq2	0
HP1504101T2D_O11-smartseq2	1
HP1504101T2D_M23-smartseq2	1
HP1502401_K7-smartseq2	0
HP1504101T2D_J5-smartseq2	1
HP1502401_I23-smartseq2	0
HP1504101T2D_G8-smartseq2	1
HP1502401_O3-smartseq2	0
HP1502401_F10-smartseq2	0
HP1502401_H18-smartseq2	0
HP1502401_E3-smartseq2	0
HP1504101T2D_J24-smartseq2	1
HP1504101T2D_D5-smartseq2	1
HP1504101T2D_D11-smartseq2	1
HP1504101T2D_O23-smartseq2	1
HP1502401_N3-smartseq2	0
HP1504101T2D_L18-smartseq2	1
HP1504101T2D_F20-smartseq2	1
HP1502401_N16-smartseq2	0
HP1504101T2D_K18-smartseq2	1
HP1504101T2D_P18-smartseq2	1
HP1502401_E9-smartseq2	0
HP1504101T2D_M3-smartseq2	1
HP1504101T2D_L19-smartseq2	1
HP1504101T2D_N5-smartseq2	1
HP1502401_B8-smartseq2	0
HP1502401_E20-smartseq2	0
HP1504101T2D_A23-smartseq2	1
HP1504101T2D_D6-smartseq2	1
HP1502401_K20-smartseq2	0
HP1504101T2D_N16-smartseq2	1
HP1502401_B23-smartseq2	0
HP1504101T2D_O24-smartseq2	1
HP1504101T2D_A18-smartseq2	1
HP1504101T2D_F16-smartseq2	1
AZ_A2-smartseq2	0
AZ_B9-smartseq2	0
AZ_B4-smartseq2	0
AZ_A6-smartseq2	0
AZ_C11-smartseq2	0
AZ_B10-smartseq2	0
AZ_C10-smartseq2	0
AZ_A5-smartseq2	0
AZ_B8-smartseq2	0
AZ_B1-smartseq2	0
AZ_A12-smartseq2	0
AZ_C1-smartseq2	0
AZ_A9-smartseq2	0
AZ_A8-smartseq2	0
AZ_A11-smartseq2	0
AZ_C2-smartseq2	0
AZ_B11-smartseq2	0
AZ_B12-smartseq2	0
AZ_B2-smartseq2	0
AZ_B3-smartseq2	0
AZ_A7-smartseq2	0
AZ_A10-smartseq2	0
AZ_C3-smartseq2	0
AZ_B5-smartseq2	0
AZ_E12-smartseq2	0
AZ_H4-smartseq2	0
AZ_D3-smartseq2	0
AZ_E4-smartseq2	0
AZ_G6-smartseq2	0
AZ_H5-smartseq2	0
AZ_G4-smartseq2	0
AZ_G10-smartseq2	0
AZ_D6-smartseq2	0
AZ_H1-smartseq2	0
AZ_G3-smartseq2	0
AZ_H11-smartseq2	0
AZ_D9-smartseq2	0
AZ_D5-smartseq2	0
AZ_F3-smartseq2	0
AZ_G5-smartseq2	0
AZ_H2-smartseq2	0
AZ_E2-smartseq2	0
AZ_H10-smartseq2	0
AZ_F6-smartseq2	0
AZ_F5-smartseq2	0
AZ_D8-smartseq2	0
AZ_E3-smartseq2	0
AZ_E7-smartseq2	0
AZ_E1-smartseq2	0
AZ_G2-smartseq2	0
AZ_H6-smartseq2	0
AZ_F9-smartseq2	0
AZ_C8-smartseq2	0
AZ_H12-smartseq2	0
AZ_E5-smartseq2	0
AZ_D12-smartseq2	0
AZ_F4-smartseq2	0
AZ_F7-smartseq2	0
AZ_H3-smartseq2	0
AZ_C4-smartseq2	0
AZ_C5-smartseq2	0
AZ_D7-smartseq2	0
AZ_D4-smartseq2	0
AZ_F2-smartseq2	0
AZ_E8-smartseq2	0
AZ_F1-smartseq2	0
AZ_F8-smartseq2	0
AZ_C9-smartseq2	0
AZ_G1-smartseq2	0
AZ_F11-smartseq2	0
AZ_E9-smartseq2	0
AZ_H9-smartseq2	0
AZ_D2-smartseq2	0
HP1508501T2D_E2-smartseq2	1
HP1508501T2D_M1-smartseq2	1
HP1508501T2D_K2-smartseq2	1
HP1508501T2D_E1-smartseq2	1
HP1508501T2D_A3-smartseq2	1
HP1508501T2D_I2-smartseq2	1
HP1508501T2D_O1-smartseq2	1
HP1508501T2D_G2-smartseq2	1
HP1508501T2D_I1-smartseq2	1
HP1508501T2D_C2-smartseq2	1
HP1508501T2D_K1-smartseq2	1
HP1508501T2D_G3-smartseq2	1
HP1508501T2D_G1-smartseq2	1
HP1508501T2D_C20-smartseq2	1
HP1508501T2D_M9-smartseq2	1
HP1508501T2D_L13-smartseq2	1
HP1508501T2D_O4-smartseq2	1
HP1508501T2D_N1-smartseq2	1
HP1508501T2D_P7-smartseq2	1
HP1508501T2D_B15-smartseq2	1
HP1508501T2D_D2-smartseq2	1
HP1508501T2D_D20-smartseq2	1
HP1508501T2D_H11-smartseq2	1
HP1508501T2D_B18-smartseq2	1
HP1508501T2D_G15-smartseq2	1
HP1508501T2D_M20-smartseq2	1
HP1508501T2D_B23-smartseq2	1
HP1508501T2D_A8-smartseq2	1
HP1508501T2D_J21-smartseq2	1
HP1508501T2D_A13-smartseq2	1
HP1508501T2D_O3-smartseq2	1
HP1508501T2D_F3-smartseq2	1
HP1508501T2D_M17-smartseq2	1
HP1508501T2D_I15-smartseq2	1
HP1508501T2D_E6-smartseq2	1
HP1508501T2D_E14-smartseq2	1
HP1508501T2D_G16-smartseq2	1
HP1508501T2D_M19-smartseq2	1
HP1508501T2D_D17-smartseq2	1
HP1508501T2D_L18-smartseq2	1
HP1508501T2D_A23-smartseq2	1
HP1508501T2D_M3-smartseq2	1
HP1508501T2D_L20-smartseq2	1
HP1508501T2D_F17-smartseq2	1
HP1508501T2D_A10-smartseq2	1
HP1508501T2D_P14-smartseq2	1
HP1508501T2D_H22-smartseq2	1
HP1508501T2D_I20-smartseq2	1
HP1508501T2D_F4-smartseq2	1
HP1508501T2D_F12-smartseq2	1
HP1508501T2D_N9-smartseq2	1
HP1508501T2D_H5-smartseq2	1
HP1508501T2D_A19-smartseq2	1
HP1508501T2D_B9-smartseq2	1
HP1508501T2D_H2-smartseq2	1
HP1508501T2D_J23-smartseq2	1
HP1508501T2D_B17-smartseq2	1
HP1508501T2D_D5-smartseq2	1
HP1508501T2D_I3-smartseq2	1
HP1508501T2D_I8-smartseq2	1
HP1508501T2D_L6-smartseq2	1
HP1508501T2D_B5-smartseq2	1
HP1508501T2D_C14-smartseq2	1
HP1508501T2D_J11-smartseq2	1
HP1508501T2D_F16-smartseq2	1
HP1508501T2D_L7-smartseq2	1
HP1508501T2D_L14-smartseq2	1
HP1508501T2D_N7-smartseq2	1
HP1508501T2D_M15-smartseq2	1
HP1508501T2D_K22-smartseq2	1
HP1508501T2D_H17-smartseq2	1
HP1508501T2D_G10-smartseq2	1
HP1508501T2D_M22-smartseq2	1
HP1508501T2D_N13-smartseq2	1
HP1508501T2D_F14-smartseq2	1
HP1508501T2D_D6-smartseq2	1
HP1508501T2D_G9-smartseq2	1
HP1508501T2D_E12-smartseq2	1
HP1508501T2D_P3-smartseq2	1
HP1508501T2D_H4-smartseq2	1
HP1508501T2D_E18-smartseq2	1
HP1508501T2D_G11-smartseq2	1
HP1508501T2D_P11-smartseq2	1
HP1508501T2D_L16-smartseq2	1
HP1508501T2D_P9-smartseq2	1
HP1508501T2D_F8-smartseq2	1
HP1508501T2D_O14-smartseq2	1
HP1508501T2D_D1-smartseq2	1
HP1508501T2D_L10-smartseq2	1
HP1508501T2D_O7-smartseq2	1
HP1508501T2D_C9-smartseq2	1
HP1508501T2D_K21-smartseq2	1
HP1508501T2D_F22-smartseq2	1
HP1508501T2D_H6-smartseq2	1
HP1508501T2D_E15-smartseq2	1
HP1508501T2D_J9-smartseq2	1
HP1508501T2D_N19-smartseq2	1
HP1508501T2D_B11-smartseq2	1
HP1508501T2D_B19-smartseq2	1
HP1508501T2D_E10-smartseq2	1
HP1508501T2D_I18-smartseq2	1
HP1508501T2D_M11-smartseq2	1
HP1508501T2D_B21-smartseq2	1
HP1508501T2D_N17-smartseq2	1
HP1508501T2D_G12-smartseq2	1
HP1508501T2D_C13-smartseq2	1
HP1508501T2D_E22-smartseq2	1
HP1508501T2D_K16-smartseq2	1
HP1508501T2D_P5-smartseq2	1
HP1508501T2D_N20-smartseq2	1
HP1508501T2D_M4-smartseq2	1
HP1508501T2D_N2-smartseq2	1
HP1508501T2D_K18-smartseq2	1
HP1508501T2D_B8-smartseq2	1
HP1508501T2D_N22-smartseq2	1
HP1508501T2D_I16-smartseq2	1
HP1508501T2D_H13-smartseq2	1
HP1508501T2D_M7-smartseq2	1
HP1508501T2D_A16-smartseq2	1
HP1508501T2D_L21-smartseq2	1
HP1508501T2D_G19-smartseq2	1
HP1508501T2D_F1-smartseq2	1
HP1508501T2D_E7-smartseq2	1
HP1508501T2D_I11-smartseq2	1
HP1508501T2D_K7-smartseq2	1
HP1508501T2D_O9-smartseq2	1
HP1508501T2D_H12-smartseq2	1
HP1508501T2D_K4-smartseq2	1
HP1508501T2D_I17-smartseq2	1
HP1508501T2D_O13-smartseq2	1
HP1508501T2D_H18-smartseq2	1
HP1508501T2D_M16-smartseq2	1
HP1508501T2D_H3-smartseq2	1
HP1508501T2D_C10-smartseq2	1
HP1508501T2D_L11-smartseq2	1
HP1508501T2D_B20-smartseq2	1
HP1508501T2D_B4-smartseq2	1
HP1508501T2D_J17-smartseq2	1
HP1508501T2D_C23-smartseq2	1
HP1508501T2D_K17-smartseq2	1
HP1508501T2D_G14-smartseq2	1
HP1508501T2D_D3-smartseq2	1
HP1508501T2D_K20-smartseq2	1
HP1508501T2D_D16-smartseq2	1
HP1508501T2D_B10-smartseq2	1
HP1508501T2D_J13-smartseq2	1
HP1508501T2D_P8-smartseq2	1
HP1508501T2D_N18-smartseq2	1
HP1508501T2D_G5-smartseq2	1
HP1508501T2D_M18-smartseq2	1
HP1508501T2D_A7-smartseq2	1
HP1508501T2D_I22-smartseq2	1
HP1508501T2D_G20-smartseq2	1
HP1508501T2D_K12-smartseq2	1
HP1508501T2D_J20-smartseq2	1
HP1508501T2D_K6-smartseq2	1
HP1508501T2D_J4-smartseq2	1
HP1508501T2D_M14-smartseq2	1
HP1508501T2D_F21-smartseq2	1
HP1508501T2D_C19-smartseq2	1
HP1508501T2D_E8-smartseq2	1
HP1508501T2D_I23-smartseq2	1
HP1508501T2D_M8-smartseq2	1
HP1508501T2D_E17-smartseq2	1
HP1508501T2D_F7-smartseq2	1
HP1508501T2D_E19-smartseq2	1
